0	1	8.947683e+02	1.906503e+02	1241	374	3.407977e+00	1.536793e+00	4.758829e+00	-1.570796e+00
0	3	2.924373e+02	1.769137e+02	3.317773e+02	1.974670e+02	-2.141978e+01	1.721707e+00	5.194318e+01	1.521110e+00
1	1	8.801066e+02	1.901733e+02	1241	374	3.388173e+00	1.539172e+00	5.048745e+00	-1.576586e+00
1	3	2.858433e+02	1.757340e+02	3.265955e+02	1.967837e+02	-2.134301e+01	1.634904e+00	5.075637e+01	1.522566e+00
2	1	8.665815e+02	1.897343e+02	1241	374	3.368369e+00	1.541552e+00	5.338661e+00	-1.582376e+00
2	3	2.789332e+02	1.764616e+02	3.211860e+02	1.980364e+02	-2.126487e+01	1.678346e+00	4.956820e+01	1.524023e+00
3	1	8.540660e+02	1.893289e+02	1241	374	3.348566e+00	1.543931e+00	5.628578e+00	-1.588166e+00
3	3	2.716706e+02	1.772262e+02	3.155203e+02	1.993531e+02	-2.118672e+01	1.721789e+00	4.838004e+01	1.525479e+00
4	1	8.424514e+02	1.889534e+02	1241	374	3.328762e+00	1.546310e+00	5.918494e+00	-1.593956e+00
4	3	2.640279e+02	1.780309e+02	3.095798e+02	2.007386e+02	-2.110857e+01	1.765232e+00	4.719187e+01	1.526936e+00
5	1	8.316439e+02	1.886046e+02	1241	374	3.308958e+00	1.548690e+00	6.208410e+00	-1.599746e+00
5	3	2.559745e+02	1.788789e+02	3.033441e+02	2.021987e+02	-2.103043e+01	1.808674e+00	4.600371e+01	1.528392e+00
6	1	8.213338e+02	1.873379e+02	1241	374	3.286537e+00	1.540383e+00	6.521717e+00	-1.601736e+00
6	3	2.463468e+02	1.797051e+02	2.956890e+02	2.036611e+02	-2.102975e+01	1.848203e+00	4.483306e+01	1.528958e+00
6	4	2.764326e+02	1.790308e+02	3.199630e+02	1.993730e+02	-2.115747e+01	1.747549e+00	4.902246e+01	1.538511e+00
7	1	8.117563e+02	1.867531e+02	1.230610e+03	374	3.264193e+00	1.539405e+00	6.834948e+00	-1.603725e+00
7	3	2.361804e+02	1.805774e+02	2.876400e+02	2.052054e+02	-2.102907e+01	1.887731e+00	4.366242e+01	1.529524e+00
7	4	2.681185e+02	1.808093e+02	3.133199e+02	2.016917e+02	-2.113896e+01	1.851869e+00	4.783515e+01	1.539206e+00
8	1	8.028783e+02	1.898918e+02	1.190148e+03	374	3.242347e+00	1.585594e+00	7.147685e+00	-1.605715e+00
8	3	2.259018e+02	1.792554e+02	2.795965e+02	2.045884e+02	-2.100303e+01	1.800589e+00	4.249419e+01	1.530090e+00
8	4	2.595113e+02	1.796525e+02	3.064847e+02	2.010709e+02	-2.111244e+01	1.765919e+00	4.665014e+01	1.539901e+00
9	1	7.944839e+02	1.854451e+02	1.154319e+03	374	3.219470e+00	1.534087e+00	7.461444e+00	-1.607705e+00
9	3	2.150153e+02	1.778552e+02	2.711176e+02	2.039349e+02	-2.097699e+01	1.713447e+00	4.132597e+01	1.530656e+00
9	4	2.504374e+02	1.784188e+02	2.993066e+02	2.004165e+02	-2.108592e+01	1.679968e+00	4.546513e+01	1.540596e+00
10	1	7.882098e+02	1.856681e+02	1.131214e+03	3.697120e+02	3.191573e+00	1.540673e+00	7.667828e+00	-1.609695e+00
10	3	2.034655e+02	1.763697e+02	2.621669e+02	2.032415e+02	-2.095095e+01	1.626305e+00	4.015775e+01	1.531221e+00
10	4	2.408576e+02	1.771164e+02	2.917591e+02	1.997256e+02	-2.105941e+01	1.594017e+00	4.428012e+01	1.541291e+00
11	1	7.822524e+02	1.834422e+02	1.098272e+03	3.534782e+02	3.208640e+00	1.516513e+00	8.073921e+00	-1.609695e+00
11	3	1.928914e+02	1.776278e+02	2.543440e+02	2.053327e+02	-2.084427e+01	1.685586e+00	3.900736e+01	1.534049e+00
11	4	2.307286e+02	1.757392e+02	2.838130e+02	1.989951e+02	-2.103289e+01	1.508066e+00	4.309511e+01	1.541985e+00
12	1	7.781031e+02	1.832802e+02	1.076607e+03	3.451340e+02	3.220351e+00	1.518550e+00	8.372974e+00	-1.609695e+00
12	3	1.816434e+02	1.789662e+02	2.460668e+02	2.075572e+02	-2.073760e+01	1.744866e+00	3.785696e+01	1.536876e+00
12	4	2.221585e+02	1.772290e+02	2.774468e+02	2.011354e+02	-2.091699e+01	1.586613e+00	4.197315e+01	1.545001e+00
13	1	7.741759e+02	1.823881e+02	1.056869e+03	3.363373e+02	3.231946e+00	1.509560e+00	8.672142e+00	-1.609695e+00
13	3	1.696552e+02	1.803929e+02	2.372945e+02	2.099282e+02	-2.063094e+01	1.804147e+00	3.670657e+01	1.539703e+00
13	4	2.130975e+02	1.788044e+02	2.707447e+02	2.033984e+02	-2.080109e+01	1.665161e+00	4.085120e+01	1.548017e+00
14	1	7.704521e+02	1.807705e+02	1.038808e+03	3.270595e+02	3.243415e+00	1.488704e+00	8.971434e+00	-1.609695e+00
14	3	1.568512e+02	1.817902e+02	2.279813e+02	2.124608e+02	-2.052426e+01	1.863427e+00	3.555618e+01	1.542530e+00
14	4	2.035022e+02	1.804730e+02	2.636794e+02	2.057950e+02	-2.068519e+01	1.743709e+00	3.972925e+01	1.551033e+00
15	1	7.669967e+02	1.847553e+02	1.022381e+03	3.272874e+02	3.255802e+00	1.554745e+00	9.269818e+00	-1.609695e+00
15	3	1.431451e+02	1.832525e+02	2.180755e+02	2.151718e+02	-2.041759e+01	1.922708e+00	3.440579e+01	1.545358e+00
15	4	1.933238e+02	1.820923e+02	2.562207e+02	2.083373e+02	-2.056929e+01	1.822257e+00	3.860730e+01	1.554049e+00
16	1	7.621666e+02	1.840189e+02	1.004049e+03	3.200019e+02	3.248616e+00	1.548157e+00	9.593708e+00	-1.609695e+00
16	3	1.278999e+02	1.833404e+02	2.071288e+02	2.164110e+02	-2.034835e+01	1.910880e+00	3.328170e+01	1.550814e+00
16	4	1.825076e+02	1.837979e+02	2.483347e+02	2.110391e+02	-2.045339e+01	1.900804e+00	3.748534e+01	1.557065e+00
17	1	7.575982e+02	1.833222e+02	9.872199e+02	3.133182e+02	3.241430e+00	1.541569e+00	9.917599e+00	-1.609695e+00
17	3	1.115306e+02	1.834341e+02	1.954543e+02	2.177416e+02	-2.027911e+01	1.899051e+00	3.215761e+01	1.556271e+00
17	4	1.741385e+02	1.837455e+02	2.427240e+02	2.118438e+02	-2.020411e+01	1.881437e+00	3.638958e+01	1.558796e+00
18	1	7.532709e+02	1.826621e+02	9.717166e+02	3.071647e+02	3.234244e+00	1.534981e+00	1.024149e+01	-1.609695e+00
18	3	9.390808e+01	1.835344e+02	1.829771e+02	2.191742e+02	-2.020987e+01	1.887222e+00	3.103352e+01	1.561727e+00
18	4	1.601447e+02	1.838802e+02	2.322236e+02	2.129354e+02	-2.017419e+01	1.871423e+00	3.526638e+01	1.560178e+00
19	1	7.491659e+02	1.820357e+02	9.573881e+02	3.014807e+02	3.227057e+00	1.528394e+00	1.056538e+01	-1.609695e+00
19	3	7.488262e+01	1.836417e+02	1.696116e+02	2.207209e+02	-2.014063e+01	1.875394e+00	2.990943e+01	1.567183e+00
19	4	1.451810e+02	1.840233e+02	2.210661e+02	2.141027e+02	-2.014428e+01	1.861408e+00	3.414317e+01	1.561559e+00
20	1	7.452667e+02	1.814406e+02	9.441057e+02	2.962145e+02	3.219871e+00	1.521806e+00	1.088927e+01	-1.609695e+00
20	3	5.427964e+01	1.837570e+02	1.552593e+02	2.223960e+02	-2.007139e+01	1.863565e+00	2.878535e+01	1.572640e+00
20	4	1.291430e+02	1.841756e+02	2.091875e+02	2.153538e+02	-2.011436e+01	1.851394e+00	3.301997e+01	1.562941e+00
21	1	7.404200e+02	1.819363e+02	9.300403e+02	2.924986e+02	3.201323e+00	1.535155e+00	1.124454e+01	-1.611755e+00
21	3	3.161464e+01	1.838737e+02	1.391817e+02	2.241533e+02	-2.004564e+01	1.851917e+00	2.769696e+01	1.574073e+00
21	4	1.119106e+02	1.843382e+02	1.965159e+02	2.166981e+02	-2.008444e+01	1.841379e+00	3.189677e+01	1.564323e+00
22	1	7.358249e+02	1.824061e+02	9.170219e+02	2.890587e+02	3.182775e+00	1.548505e+00	1.159981e+01	-1.613815e+00
22	2	1.192180e+03	1.675653e+02	1241	374	3.804984e+00	1.548693e+00	1.912986e+00	-1.592551e+00
22	3	3.687565e+00	1.840189e+02	1.194429e+02	2.262752e+02	-2.004029e+01	1.839331e+00	2.649829e+01	1.575226e+00
22	4	9.230309e+01	1.867198e+02	1.820360e+02	2.206448e+02	-2.008613e+01	1.930707e+00	3.075775e+01	1.564867e+00
23	1	7.314623e+02	1.828522e+02	9.049378e+02	2.858653e+02	3.164227e+00	1.561854e+00	1.195508e+01	-1.615876e+00
23	2	1.147132e+03	1.657500e+02	1241	374	3.795752e+00	1.543344e+00	2.210502e+00	-1.592135e+00
23	3	0	1.841621e+02	1.000282e+02	2.281316e+02	-2.003912e+01	1.828005e+00	2.541585e+01	1.576324e+00
23	4	7.186391e+01	1.858232e+02	1.671840e+02	2.210186e+02	-2.005935e+01	1.869820e+00	2.962047e+01	1.565412e+00
24	1	7.273151e+02	1.832761e+02	8.936909e+02	2.828928e+02	3.145678e+00	1.575204e+00	1.231035e+01	-1.617936e+00
24	2	1.108346e+03	1.639312e+02	1241	374	3.786520e+00	1.537996e+00	2.508019e+00	-1.591718e+00
24	3	0	1.843432e+02	7.579837e+01	2.295622e+02	-2.006382e+01	1.815689e+00	2.421267e+01	1.576614e+00
24	4	4.968563e+01	1.848592e+02	1.512153e+02	2.214243e+02	-2.003257e+01	1.808933e+00	2.848319e+01	1.565956e+00
25	1	7.233678e+02	1.836796e+02	8.831971e+02	2.801190e+02	3.127130e+00	1.588554e+00	1.266563e+01	-1.619996e+00
25	2	1.074600e+03	1.621083e+02	1241	374	3.777288e+00	1.532647e+00	2.805535e+00	-1.591302e+00
25	3	0	1.845271e+02	5.131131e+01	2.295073e+02	-2.009549e+01	1.804519e+00	2.311199e+01	1.576614e+00
25	4	2.553645e+01	1.838199e+02	1.339990e+02	2.218661e+02	-2.000578e+01	1.748047e+00	2.734591e+01	1.566501e+00
26	1	7.195234e+02	1.842240e+02	8.726017e+02	2.775348e+02	3.107886e+00	1.605665e+00	1.304512e+01	-1.620640e+00
